Tracking_ID	gene_id	gene	locus	BAP_log2(fold_change)	BAP_test_stat	BAP_p_value	BAP_q_value	BAP_significant	BaP500_Log2FC_0	BaP500_Log2FC_1	BaP500_Log2FC_2	BaP500_Log2FC_3
ENSG00000132321	ENSG00000132321	IQCA1	chr2:236324146-236507542	0.894685	1.47407	0.0023	0.0200038	yes	0.818225391	0.576762419	1.074597104	1.053770884
ENSG00000164675	ENSG00000164675	IQUB	chr7:123452399-123535077	1.15304	2.52632	5.00E-05	0.000920822	yes	0.958277602	1.175985218	1.592342776	0.746283951
ENSG00000184216	ENSG00000184216	IRAK1	chrX:154010499-154019995	-0.838656	-1.79787	0.0001	0.00170374	yes	-0.911784999	-0.846066782	-0.898049406	-0.707883331
ENSG00000134070	ENSG00000134070	IRAK2	chr3:10164864-10243743	-0.832307	-2.3168	5.00E-05	0.000920822	yes	-1.070582574	-0.874927221	-1.113372836	-0.390430188
ENSG00000090376	ENSG00000090376	IRAK3	chr12:66188878-66257434	0.789871	1.60232	0.00115	0.0118763	yes	0.418303989	0.870774553	1.058385689	0.738185622
ENSG00000128604	ENSG00000128604	IRF5	chr7:128937611-128950035	-0.918545	-2.15143	5.00E-05	0.000920822	yes	-0.703858846	-0.989533793	-1.172877695	-0.849271684
ENSG00000117595	ENSG00000117595	IRF6	chr1:209785622-209806175	-1.01259	-1.95543	0.0001	0.00170374	yes	-1.120364527	-1.207434325	-1.110977101	-0.674329415
ENSG00000185950	ENSG00000185950	IRS2	chr13:109752697-109808252	-0.590751	-1.73674	0.00045	0.00569852	yes	-0.798141908	-0.140348522	-0.848957178	-0.693355381
ENSG00000170561	ENSG00000170561	IRX2	chr5:2745844-2751662	-0.53285	-1.4905	0.0023	0.0200038	yes	-0.523226903	-0.282635673	-0.52132708	-0.862178739
ENSG00000164171	ENSG00000164171	ITGA2	chr5:52675192-53094779	-0.985498	-2.6322	5.00E-05	0.000920822	yes	-1.51958643	-0.49168233	-1.171552168	-0.953766548
ENSG00000005884	ENSG00000005884	ITGA3	chr17:50055967-50090481	-1.67376	-2.37122	5.00E-05	0.000920822	yes	-1.757570809	-1.474980019	-2.095406004	-1.456965436
ENSG00000161638	ENSG00000161638	ITGA5	chr12:54353660-54497688	-1.37644	-1.69195	5.00E-05	0.000920822	yes	-1.280845615	-1.029295089	-2.09684721	-1.302602641
ENSG00000091409	ENSG00000091409	ITGA6	chr2:172427353-172608669	-1.02089	-1.45731	0.0027	0.0225378	yes	-1.400991226	-0.948682362	-1.26638672	-0.602133492
ENSG00000150093	ENSG00000150093	ITGB1	chr10:32900318-33082102	-0.87105	-1.52625	0.001	0.0106629	yes	-1.300972267	-0.293183436	-1.578272865	-0.666206427
ENSG00000259207	ENSG00000259207	ITGB3	chr17:47253845-47441312	-4.30847	-2.96336	5.00E-05	0.000920822	yes	-4.374168206	-3.198708488	-6.050888694	-5.075706609
ENSG00000132470	ENSG00000132470	ITGB4	chr17:75721327-75765711	-1.22437	-2.08686	5.00E-05	0.000920822	yes	-1.263326092	-1.712731626	-1.783344051	-0.515054991
ENSG00000082781	ENSG00000082781	ITGB5	chr3:124761947-124901418	-0.880959	-1.42844	0.00325	0.0259027	yes	-1.286544123	-1.58907792	-0.596292672	-0.380338452
ENSG00000096433	ENSG00000096433	ITPR3	chr6:33620364-33711727	-1.40161	-2.89924	5.00E-05	0.000920822	yes	-1.278224377	-1.55252418	-1.650909658	-1.176672353
ENSG00000148841	ENSG00000148841	ITPRIP	chr10:104309697-104338404	-1.51636	-4.25272	5.00E-05	0.000920822	yes	-1.558119474	-1.174911733	-1.963541895	-1.476489058
ENSG00000163207	ENSG00000163207	IVL	chr1:152908544-152911886	-1.04955	-1.91723	0.00025	0.00355878	yes	-0.748614465	-1.579295109	-1.07895852	-0.917884012
ENSG00000101384	ENSG00000101384	JAG1	chr20:10637683-10994924	-0.936633	-1.85317	5.00E-05	0.000920822	yes	-1.138784446	-0.343799558	-1.534825088	-0.992581736
ENSG00000171135	ENSG00000171135	JAGN1	chr3:9890553-9894349	0.75324	1.52536	0.0022	0.0193971	yes	0.834475075	0.851792074	0.717970114	0.594054186
ENSG00000162434	ENSG00000162434	JAK1	chr1:64745094-64966504	-0.644368	-1.21978	0.0012	0.0122139	yes	-0.678100231	-0.650574938	-0.658659849	-0.591582025
ENSG00000008083	ENSG00000008083	JARID2	chr6:15246295-15522040	-0.559156	-1.48531	0.0021	0.0188692	yes	-0.55031072	-0.10957548	-1.426122395	-0.448247448
ENSG00000050130	ENSG00000050130	JKAMP	chr14:59429021-59576831	0.645118	1.66941	0.0004	0.00515795	yes	0.777968576	0.954111022	0.622816401	0.088807462
ENSG00000070495	ENSG00000070495	JMJD6	chr17:76712831-76726799	-1.67482	-1.67889	0.0011	0.0115288	yes	-1.248750854	-1.063614353	-2.926435208	-2.17114585
ENSG00000100221	ENSG00000100221	JOSD1	chr22:38685542-38701556	-0.744757	-1.29282	0.0053	0.0369951	yes	-0.541461512	-0.820527564	-0.658087423	-0.999869976
ENSG00000183340	ENSG00000183340	JRKL	chr11:96389988-96507574	0.721844	1.56964	0.0017	0.0160629	yes	0.552625557	0.87183377	0.948076192	0.455350107
ENSG00000177606	ENSG00000177606	JUN	chr1:58780787-58784327	-1.12521	-3.27009	5.00E-05	0.000920822	yes	-1.521700734	-0.728772074	-1.322961949	-1.051868223
ENSG00000173801	ENSG00000173801	JUP	chr17:41754603-41786931	-0.774181	-2.07787	5.00E-05	0.000920822	yes	-0.884554444	-1.044089612	-0.99062479	-0.305760965
ENSG00000116396	ENSG00000116396	KCNC4	chr1:110211342-110283100	-1.68531	-1.43889	0.00065	0.00761591	yes	-1.915899307	-2.448052787	-1.049951809	-1.678076434
ENSG00000156113	ENSG00000156113	KCNMA1	chr10:76869600-77638595	-4.18706	-0.282234	0.00465	0.0335366	yes	-4.161127445		-2.890637158	-5.114844036
ENSG00000104783	ENSG00000104783	KCNN4	chr19:43766532-43781257	-1.4735	-2.22233	5.00E-05	0.000920822	yes	-1.115293414	-1.592292145	-2.261718869	-1.188824173
ENSG00000170745	ENSG00000170745	KCNS3	chr2:17877846-18361616	-1.06791	-1.50961	0.00175	0.0164144	yes	-1.741352448	-0.752432118	-1.043412493	-0.915474923
ENSG00000135253	ENSG00000135253	KCP	chr7:128830376-128910719	-1.52913	-2.25475	0.0001	0.00170374	yes	-1.044678677	-1.645372256	-1.599518474	-1.991121883
ENSG00000178695	ENSG00000178695	KCTD12	chr13:76880165-76886400	0.806011	2.28455	5.00E-05	0.000920822	yes	0.530517071	1.169328153	0.918031482	0.496145854
ENSG00000178202	ENSG00000178202	KDELC2	chr11:108472104-108498432	1.32361	1.97783	5.00E-05	0.000920822	yes	0.779123332	0.956879247	2.19649139	0.824447612
ENSG00000012817	ENSG00000012817	KDM5D	chrY:19703864-19744939	-0.845979	-1.40751	0.005	0.0354804	yes	-0.677599749	-0.881645306	-0.946933549	-0.892589513
ENSG00000006459	ENSG00000006459	KDM7A	chr7:140084745-140177035	-0.586522	-1.59188	0.0007	0.00806114	yes	-0.980845845	-0.076367479	-0.962623917	-0.523797029
ENSG00000235750	ENSG00000235750	KIAA0040	chr1:175156986-175192999	-0.823944	-1.85956	0.00015	0.00239372	yes	-0.947822011	-0.877213878	-1.207506524	-0.388859003
ENSG00000166783	ENSG00000166783	KIAA0430	chr16:15395753-15643166	-0.94347	-1.53524	0.0002	0.00299194	yes	-0.960567739	-0.7184327	-1.123294693	-1.002113279
ENSG00000257093	ENSG00000257093	KIAA1147	chr7:141529202-141702153	0.54053	1.45511	0.0033	0.0261534	yes	0.577633443	0.769192813	0.396348425	0.384220589
ENSG00000196872	ENSG00000196872	KIAA1211L	chr2:98793845-98936259	1.34555	1.3289	0.00185	0.0170798	yes	1.329345965	0.889171443	1.88604061	1.07307089
ENSG00000120549	ENSG00000120549	KIAA1217	chr10:23694745-24547848	0.748893	1.32129	0.00765	0.0486997	yes	0.781844432	0.673600863	1.226668521	0.094066882
ENSG00000116299	ENSG00000116299	KIAA1324	chr1:109105950-109206781	0.978033	1.26333	0.0004	0.00515795	yes	1.156899621	0.159081367	1.704012699	0.350171505
ENSG00000122778	ENSG00000122778	KIAA1549	chr7:138706294-138981318	1.09913	2.16453	5.00E-05	0.000920822	yes	0.961157213	1.405929993	1.39396337	0.426837305
ENSG00000162929	ENSG00000162929	KIAA1841	chr2:61065870-61164829	0.76432	1.35031	0.00045	0.00569852	yes	0.528540802	0.895901457	1.23383196	0.187933497
ENSG00000173214	ENSG00000173214	KIAA1919	chr6:111259347-111271167	0.911385	2.27477	5.00E-05	0.000920822	yes	0.343428349	1.321338055	1.204223987	0.537565392
ENSG00000138160	ENSG00000138160	KIF11	chr10:92593285-92655395	0.654235	1.56051	0.0018	0.0167277	yes	-0.223612501	0.604947221	1.40913517	0.335721478
ENSG00000162849	ENSG00000162849	KIF26B	chr1:245154984-245709431	-1.83035	-1.42027	0.00195	0.017759	yes	-1.515325285	-2.224973729	-1.5445254	-2.195897762
ENSG00000165115	ENSG00000165115	KIF27	chr9:83829655-83921465	1.36836	2.27682	5.00E-05	0.000920822	yes	0.68708777	1.688897031	1.622236767	1.27168438
ENSG00000131437	ENSG00000131437	KIF3A	chr5:132688680-132737638	1.08984	1.47739	0.0011	0.0115288	yes	0.736090824	1.338589929	1.180216489	1.037880497
ENSG00000140859	ENSG00000140859	KIFC3	chr16:57758216-57863053	-0.969817	-1.95105	5.00E-05	0.000920822	yes	-0.938133187	-0.953414076	-1.085712474	-0.908312766
ENSG00000183853	ENSG00000183853	KIRREL	chr1:157993272-158100262	-0.828643	-2.0831	5.00E-05	0.000920822	yes	-1.086645783	-0.663155133	-1.270063359	-0.443701422
ENSG00000157404	ENSG00000157404	KIT	chr4:54657917-54740715	-1.48465	-2.65022	5.00E-05	0.000920822	yes	-2.280515765	-1.960899635	-0.931739438	-1.176496371
ENSG00000049130	ENSG00000049130	KITLG	chr12:88492792-88598218	0.932962	1.87628	0.00025	0.00355878	yes	0.671529422	1.061497543	0.909277117	1.055763791
ENSG00000172059	ENSG00000172059	KLF11	chr2:10042848-10054866	-2.08789	-2.24993	5.00E-05	0.000920822	yes	-1.825582609	-1.709556097	-3.492139478	-1.920585891
ENSG00000118922	ENSG00000118922	KLF12	chr13:73686088-74133905	-0.953965	-1.6671	0.00015	0.00239372	yes	-2.439409705	-0.950024865	-0.290204441	-0.875468716
ENSG00000129911	ENSG00000129911	KLF16	chr19:1852381-1863568	-0.839329	-1.67847	0.00045	0.00569852	yes	-0.842985125	-1.041984269	-1.210813646	-0.395091979
ENSG00000067082	ENSG00000067082	KLF6	chr10:3775995-3785281	-1.64554	-3.64357	5.00E-05	0.000920822	yes	-1.788103789	-1.225169707	-2.416108721	-1.419475921
ENSG00000118263	ENSG00000118263	KLF7	chr2:207074136-207167267	-1.39717	-2.56283	5.00E-05	0.000920822	yes	-1.550655564	-1.206793013	-2.009671614	-1.012227588
ENSG00000178502	ENSG00000178502	KLHL11	chr17:41853544-41865431	0.636503	1.43449	0.00455	0.0331544	yes	-0.967209238	1.330214213	0.5795918	0.763750512
ENSG00000003096	ENSG00000003096	KLHL13	chrX:117897812-118117340	1.33689	1.90853	5.00E-05	0.000920822	yes	0.727546069	1.178827912	2.163231298	0.770028011
ENSG00000162413	ENSG00000162413	KLHL21	chr1:6590723-6624033	-0.703207	-1.77526	0.0003	0.00412888	yes	-0.543327663	-0.908806572	-0.91106597	-0.50182565
ENSG00000119771	ENSG00000119771	KLHL29	chr2:23385216-23708611	-0.955848	-1.67174	0.00095	0.0102695	yes	-0.896957043	-2.063328471	-1.006474164	-0.3435257
ENSG00000172578	ENSG00000172578	KLHL6	chr3:183487530-183555689	1.28992	2.72681	5.00E-05	0.000920822	yes	1.120885655	1.246557764	2.009581573	0.270659329
ENSG00000145332	ENSG00000145332	KLHL8	chr4:87160102-87240314	1.13737	2.54537	5.00E-05	0.000920822	yes	1.069609542	1.279191407	1.222010815	0.956498672
ENSG00000167748	ENSG00000167748	KLK1	chr19:50819147-50823787	-2.71072	-1.37297	0.00175	0.0164144	yes	-2.342044207	-2.324722866	-3.524907258	-2.973707856
ENSG00000129451	ENSG00000129451	KLK10	chr19:51012738-51020175	-0.811985	-2.29038	5.00E-05	0.000920822	yes	-0.763220135	-1.488932724	-0.592205083	-0.578610728
ENSG00000186474	ENSG00000186474	KLK12	chr19:51029091-51035230	1.30442	1.2733	0.0065	0.0430698	yes	1.01179791	0.792265153	1.677775679	1.551786689
ENSG00000183955	ENSG00000183955	KMT5A	chr12:123383772-123409358	-0.557674	-1.45891	0.00275	0.0227399	yes	-0.793150838	-0.340211767	-0.641992835	-0.494612143
ENSG00000196911	ENSG00000196911	KPNA5	chr6:116681186-116741866	0.609746	1.36807	0.00485	0.0347304	yes	0.456698988	0.835449475	0.553666764	0.564937309
ENSG00000172086	ENSG00000172086	KRCC1	chr2:88027204-88055791	1.04323	2.91703	5.00E-05	0.000920822	yes	0.93254791	1.123896823	1.172985912	0.926427419
ENSG00000186832	ENSG00000186832	KRT16	chr17:41609777-41615899	-1.32704	-3.60181	5.00E-05	0.000920822	yes	-1.222171413	-1.513779866	-2.585637933	-0.623890867
ENSG00000226145	ENSG00000226145	KRT16P6	chr17:16817982-16822579	-1.6328	-1.59552	0.00295	0.0240831	yes	-0.940606981	-2.399114352	-2.070339608	-1.55151466
ENSG00000128422	ENSG00000128422	KRT17	chr17:41619436-41624842	-1.7833	-3.96932	5.00E-05	0.000920822	yes	-1.615485991	-1.766203116	-3.29885191	-1.184012494
ENSG00000108244	ENSG00000108244	KRT23	chr17:40921429-40975926	-0.959928	-2.32476	5.00E-05	0.000920822	yes	-1.081191363	-0.697640609	-1.950162523	-0.497519392
ENSG00000170477	ENSG00000170477	KRT4	chr12:52806548-52814551	-0.591859	-1.55093	0.00105	0.011112	yes	-1.1997243	-1.84454683	-0.219340908	0.11262055
ENSG00000135480	ENSG00000135480	KRT7	chr12:52232519-52309163	-0.746213	-1.62026	0.00195	0.017759	yes	-0.835006384	-1.365891193	-0.781645226	-0.227034058
ENSG00000170423	ENSG00000170423	KRT78	chr12:52837803-52849092	-1.52403	-1.24554	0.00775	0.0492031	yes	-2.358365025	-2.748571177	-1.394492574	-0.584981893
ENSG00000167767	ENSG00000167767	KRT80	chr12:52168995-52192000	-0.487248	-1.44213	0.0035	0.0273998	yes	-0.47723336	-0.524129917	-0.997080682	-0.091119647
ENSG00000179630	ENSG00000179630	LACC1	chr13:43823908-44030461	0.732974	1.56451	0.00145	0.0142445	yes	0.618153545	1.251878645	0.312256549	0.575474442
ENSG00000147592	ENSG00000147592	LACTB2	chr8:70608576-70669174	1.3271	1.35808	0.0057	0.039148	yes	1.72779581	1.608993838	0.698381804	1.036049892
ENSG00000159166	ENSG00000159166	LAD1	chr1:201359007-201401190	-1.17374	-1.89098	5.00E-05	0.000920822	yes	-1.553401668	-1.525869838	-1.144041978	-0.660595311
ENSG00000101680	ENSG00000101680	LAMA1	chr18:6941743-7117814	-1.80253	-1.63013	5.00E-05	0.000920822	yes	-1.261015881	-1.711856767	-2.55745288	-1.97542741
ENSG00000053747	ENSG00000053747	LAMA3	chr18:23689442-23955066	-1.06697	-1.85461	5.00E-05	0.000920822	yes	-1.350357563	-0.960838465	-1.782996758	-0.488544054
ENSG00000196878	ENSG00000196878	LAMB3	chr1:209614869-209652466	-1.50701	-3.66308	5.00E-05	0.000920822	yes	-1.673087163	-1.344006777	-2.309198123	-1.005548028
ENSG00000058085	ENSG00000058085	LAMC2	chr1:183186237-183244900	-1.34599	-1.09711	0.0005	0.00620361	yes	-1.616576019	-1.46129566	-2.286861522	-0.557797366
ENSG00000002549	ENSG00000002549	LAP3	chr4:17577191-17614571	0.67881	1.72763	0.00025	0.00355878	yes	0.597003601	0.746378459	0.438809397	0.893472823
ENSG00000213626	ENSG00000213626	LBH	chr2:30231530-30323730	-2.07328	-0.90078	0.0001	0.00170374	yes	-2.636798955	-2.789402335	-1.19269338	-2.268409583
ENSG00000135338	ENSG00000135338	LCA5	chr6:79484990-79537458	1.12391	2.9729	5.00E-05	0.000920822	yes	0.961464025	1.261267253	1.395729161	0.800654013
ENSG00000157578	ENSG00000157578	LCA5L	chr21:39380243-39445805	1.53371	0.990494	0.0078	0.049476	yes	1.573173882	1.406815619	1.929798719	1.100342937
ENSG00000168806	ENSG00000168806	LCMT2	chr15:43323648-43330605	1.01559	1.38257	0.0067	0.0440433	yes	1.562998293	0.03172055	1.136901193	0.934262146
ENSG00000148346	ENSG00000148346	LCN2	chr9:128149070-128153455	0.96013	2.74706	5.00E-05	0.000920822	yes	1.019893401	0.679172507	0.971846581	1.13198482
ENSG00000136167	ENSG00000136167	LCP1	chr13:46125919-46211871	-1.73054	-1.14221	0.00335	0.0264605	yes	-2.762909749	-2.57116695	-2.054309833	-0.623708566
ENSG00000118961	ENSG00000118961	LDAH	chr2:20684013-20823130	0.939107	1.49121	0.0025	0.0212968	yes	1.020292887	0.812051345	0.78372278	1.113545535
ENSG00000130164	ENSG00000130164	LDLR	chr19:11089361-11155808	-1.15011	-1.82444	0.0003	0.00412888	yes	-1.367605045	-1.005563412	-0.969328497	-1.300408964
ENSG00000203985	ENSG00000203985	LDLRAD1	chr1:54007298-54018186	1.12256	2.49358	5.00E-05	0.000920822	yes	1.223962524	0.62512945	1.610897821	0.829211346
ENSG00000161904	ENSG00000161904	LEMD2	chr6:33771201-33789136	-0.643248	-1.33414	0.00585	0.0399448	yes	-0.511653288	-0.782055044	-0.910030582	-0.422853424
ENSG00000167615	ENSG00000167615	LENG8	chr19:54444812-54463711	-0.687372	-1.48159	0.0003	0.00412888	yes	-0.230895146	-0.687034926	-0.605025833	-1.501250986
ENSG00000205213	ENSG00000205213	LGR4	chr11:27365960-27482433	0.842911	1.44568	0.0002	0.00299194	yes	0.533014475	1.046120902	1.112793653	0.585058633
ENSG00000145685	ENSG00000145685	LHFPL2	chr5:78485214-78770021	-1.08594	-2.5117	5.00E-05	0.000920822	yes	-1.20334128	-0.669337089	-1.890678696	-0.858306719
ENSG00000174405	ENSG00000174405	LIG4	chr13:108207438-108218368	0.776429	2.04943	5.00E-05	0.000920822	yes	0.896716771	0.738352854	0.940850374	0.487256964
ENSG00000101670	ENSG00000101670	LIPG	chr18:49560698-49599182	-1.30791	-2.51445	5.00E-05	0.000920822	yes	-1.178526124	-1.077429404	-2.319696361	-1.001042355
ENSG00000163898	ENSG00000163898	LIPH	chr3:185506261-185552613	-1.06287	-2.10662	5.00E-05	0.000920822	yes	-0.947761792	-1.274363267	-1.066057705	-0.984944035
ENSG00000189067	ENSG00000189067	LITAF	chr16:11547721-11636381	-0.731007	-1.79895	0.0007	0.00806114	yes	-0.881885762	-0.787579723	-0.740333899	-0.536676481
ENSG00000073350	ENSG00000073350	LLGL2	chr17:75525079-75575208	-0.843793	-1.4858	0.0018	0.0167277	yes	-0.828241398	-0.932979838	-0.582636925	-1.077118585
ENSG00000139636	ENSG00000139636	LMBR1L	chr12:49096550-49110900	-1.10842	-2.17162	5.00E-05	0.000920822	yes	-0.754999853	-1.071916499	-1.360998504	-1.33039217
ENSG00000164187	ENSG00000164187	LMBRD2	chr5:36098411-36151961	1.1187	2.2789	5.00E-05	0.000920822	yes	0.618776334	1.614856838	1.20675932	0.831475377
ENSG00000185621	ENSG00000185621	LMLN	chr3:197960199-198043720	1.1065	1.59785	0.0004	0.00515795	yes	0.850686728	1.090002679	1.702241248	0.512696261
ENSG00000135363	ENSG00000135363	LMO2	chr11:33858575-33892289	-0.826011	-1.87456	0.0003	0.00412888	yes	-1.413179228	-0.826987017	-0.943532653	-0.326991112
ENSG00000136153	ENSG00000136153	LMO7	chr13:75549479-75859870	-0.869282	-1.42027	0.0002	0.00299194	yes	-0.801629739	-0.362267555	-1.489011701	-1.053552366
ENSG00000164715	ENSG00000164715	LMTK2	chr7:98106884-98209633	-0.592065	-1.50238	0.0007	0.00806114	yes	-0.593461734	-0.445164568	-0.74283631	-0.602194017
ENSG00000154359	ENSG00000154359	LONRF1	chr8:12721893-12756073	-0.672607	-1.30853	0.00795	0.049978	yes	-0.646921834	-0.350237714	-0.880268103	-0.880639929
ENSG00000184574	ENSG00000184574	LPAR5	chr12:6618834-6636447	-0.904822	-1.85167	0.00025	0.00355878	yes	-0.78052204	-0.617772443	-1.741412402	-0.728609473
ENSG00000176454	ENSG00000176454	LPCAT4	chr15:34358617-34367278	-0.877916	-2.19853	5.00E-05	0.000920822	yes	-0.947490379	-1.253046747	-0.838577869	-0.557834518
ENSG00000134324	ENSG00000134324	LPIN1	chr2:11677594-11827409	-0.923987	-1.71763	5.00E-05	0.000920822	yes	-1.076688627	-0.287559554	-1.512761699	-1.106693418
ENSG00000101577	ENSG00000101577	LPIN2	chr18:2916993-3013315	-0.742388	-1.5435	0.00075	0.00853246	yes	-0.620248586	-0.34693387	-1.236504862	-0.91652593
ENSG00000110031	ENSG00000110031	LPXN	chr11:58526870-58578220	-0.82169	-1.90037	0.0002	0.00299194	yes	-0.725106594	-0.705478775	-1.095370724	-0.793583756
ENSG00000121207	ENSG00000121207	LRAT	chr4:154626944-154753118	-1.33042	-2.38658	5.00E-05	0.000920822	yes	-1.866755385	-0.417686309	-2.162310954	-1.537859073
ENSG00000171236	ENSG00000171236	LRG1	chr19:4522530-4540474	1.21226	2.29512	5.00E-05	0.000920822	yes	1.220221866	0.356183527	1.654862486	1.327224776
ENSG00000118308	ENSG00000118308	LRMP	chr12:25021001-25108334	1.18778	2.81959	5.00E-05	0.000920822	yes	1.218979316	0.828249352	1.478530962	1.151927105
ENSG00000197324	ENSG00000197324	LRP10	chr14:22871612-22881580	-0.599261	-1.52331	0.00265	0.0222521	yes	-0.452630013	-1.004988801	-0.503861698	-0.501916563
ENSG00000100068	ENSG00000100068	LRP5L	chr22:25351417-25405377	-1.48049	-1.38506	0.0022	0.0193971	yes	-0.7926088	-1.193906289	-2.304678949	-2.206587704
ENSG00000070018	ENSG00000070018	LRP6	chr12:12049843-12267012	0.987601	1.07073	0.00215	0.0191962	yes	-0.022337503	1.275455542	1.425301108	0.880067716
ENSG00000204950	ENSG00000204950	LRRC10B	chr11:61508799-61511018	1.31688	2.44438	5.00E-05	0.000920822	yes	1.286879632	0.72714399	1.726091581	1.356928397
ENSG00000079691	ENSG00000079691	LRRC16A	chr6:25279077-25620530	-0.802	-1.59416	0.0018	0.0167277	yes	-1.058973288	-1.242439346	-0.01612435	-1.312238531
ENSG00000186648	ENSG00000186648	LRRC16B	chr14:24051999-24069728	-2.14018	-1.55925	0.0015	0.0146439	yes	-1.265755035	-1.639372275	-3.022056469	-4.398097189
ENSG00000116212	ENSG00000116212	LRRC42	chr1:53946076-53968168	-0.59513	-1.6588	0.0013	0.0129788	yes	-0.659335158	-0.547307878	-1.094607438	-0.21389135
ENSG00000108829	ENSG00000108829	LRRC59	chr17:50373219-50397888	0.468905	1.37643	0.0047	0.0338626	yes	0.403845419	0.621377851	0.197601083	0.611709262
ENSG00000175061	ENSG00000175061	LRRC75A-AS1	chr17:16438821-16492153	-0.758473	-1.94369	0.00015	0.00239372	yes	-0.754092658	-0.736815447	-1.295639243	-0.388069932
ENSG00000178026	ENSG00000178026	LRRC75B	chr22:24540422-24629005	-2.40731	-0.978374	0.00385	0.0293261	yes	-2.010857423	-2.360903295	-3.18344732	-2.313601241
ENSG00000136802	ENSG00000136802	LRRC8A	chr9:128832941-128918039	-1.30326	-3.5838	5.00E-05	0.000920822	yes	-1.274337716	-1.282063057	-1.779873516	-0.985639075
ENSG00000171488	ENSG00000171488	LRRC8C	chr1:89524835-89936611	-1.15749	-1.37148	0.0063	0.0421804	yes	-1.759755951	-0.802153558	-1.266447747	-0.975118763
ENSG00000162620	ENSG00000162620	LRRIQ3	chr1:74026014-74198187	1.17842	0.955598	0.0053	0.0369951	yes	0.869730605	1.246984267	1.538157229	0.962098582
ENSG00000188906	ENSG00000188906	LRRK2	chr12:40186008-40369285	0.911007	1.19797	0.0032	0.0255764	yes	0.575316924	0.686222338	0.833717541	1.400583397
ENSG00000155858	ENSG00000155858	LSM11	chr5:157743694-157760709	-0.863186	-2.13351	0.00015	0.00239372	yes	-0.936417299	-0.732330002	-0.988069411	-0.810104286
ENSG00000049323	ENSG00000049323	LTBP1	chr2:32946971-33399509	-0.986309	-1.16224	0.0022	0.0193971	yes	-1.341733085	-1.659898171	-0.719991468	-0.512600374
ENSG00000090006	ENSG00000090006	LTBP4	chr19:40592882-40629818	-0.951706	-1.42068	0.0037	0.0285379	yes	-0.946498356	-1.166756969	-1.469103294	-0.429409722
ENSG00000007392	ENSG00000007392	LUC7L	chr16:188968-229463	-0.819749	-1.82175	0.0001	0.00170374	yes	-0.430740277	-0.545430426	-1.069114423	-1.464015355
ENSG00000167656	ENSG00000167656	LY6D	chr8:142784879-142812120	0.892157	2.53982	5.00E-05	0.000920822	yes	0.392358396	0.63129512	1.077167096	1.294195538
ENSG00000124466	ENSG00000124466	LYPD3	chr19:43460786-43465660	-1.11764	-2.70471	5.00E-05	0.000920822	yes	-1.177897229	-1.679659168	-1.075949715	-0.701627283
ENSG00000143353	ENSG00000143353	LYPLAL1	chr1:219086601-219212865	1.11141	1.66388	0.00105	0.011112	yes	1.448462872	0.903947766	0.786910814	1.211972178
ENSG00000176018	ENSG00000176018	LYSMD3	chr5:90515610-91164221	0.955139	2.3368	5.00E-05	0.000920822	yes	0.93919301	1.460286119	0.709145816	0.537186584
ENSG00000090382	ENSG00000090382	LYZ	chr12:69348340-69354234	1.49793	1.76508	0.00035	0.00464046	yes	1.38484677	1.237282993	2.010109295	1.201877773
ENSG00000185022	ENSG00000185022	MAFF	chr22:38111494-38216511	-0.634031	-1.52917	0.00295	0.0240831	yes	-0.689912184	-0.826356315	-1.492932244	0.054306639
ENSG00000197063	ENSG00000197063	MAFG	chr17:81911938-81927714	-0.518763	-1.28264	0.0071	0.0459448	yes	-0.195492899	-0.707638662	-0.95439215	-0.339660999
ENSG00000179222	ENSG00000179222	MAGED1	chrX:51803006-51902357	1.05634	2.11507	5.00E-05	0.000920822	yes	0.948009224	0.985726046	1.28719838	0.977142054
ENSG00000177383	ENSG00000177383	MAGEF1	chr3:184710366-184712002	0.753313	1.64206	0.00125	0.0125865	yes	0.959779314	0.527788101	0.903526792	0.570736126
ENSG00000234456	ENSG00000234456	MAGI2-AS3	chr7:78017056-79471208	1.09419	0.573009	0.0014	0.0138304	yes	0.999510124	1.640561677	0.931687758	0.599330713
ENSG00000111837	ENSG00000111837	MAK	chr6:10747758-10979320	1.67314	1.8153	0.0004	0.00515795	yes	1.420051664	1.991402824	1.878918775	1.278675844
ENSG00000147676	ENSG00000147676	MAL2	chr8:119165033-119246848	0.572539	1.65265	0.00085	0.00938259	yes	0.373380876	0.758463812	0.53278868	0.599078497
ENSG00000172175	ENSG00000172175	MALT1	chr18:58670008-58754477	-0.909857	-2.17457	5.00E-05	0.000920822	yes	-1.106777114	-0.182089102	-1.658024411	-1.100604196
ENSG00000117643	ENSG00000117643	MAN1C1	chr1:25617467-25786207	1.31479	1.3219	0.0041	0.0305379	yes	1.319485372	0.114090236	1.743322937	1.596697186
ENSG00000111261	ENSG00000111261	MANSC1	chr12:12326055-12350541	0.652797	1.77561	0.0002	0.00299194	yes	0.439958978	0.338881168	0.965370703	0.778161385
ENSG00000166963	ENSG00000166963	MAP1A	chr15:43510957-43531620	1.25941	2.58819	5.00E-05	0.000920822	yes	1.176128756	0.770375958	1.941617795	0.823044882
ENSG00000131711	ENSG00000131711	MAP1B	chr5:72107233-72209570	0.751914	1.38962	0.0025	0.0212968	yes	0.304995583	1.099727064	0.717086001	0.777103542
